,price,ranks,title,average_rating,no_of_reviews,author,cover_type,year,genre
229,20.38,70,Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss,4.5,11096,Joel Fuhrman MD,Mass Market Paperback,2012,Non Fiction
230,16.13,71,"Reflected in You (Crossfire, Book 2)",4.6,23207,Sylvia Day,Paperback,2012,Fiction
231,11.79,72,Who Moved My Cheese,4.6,24113,Spencer Johnson,Hardcover,2012,Fiction
232,7.83,73,The Book Thief,4.6,65533,Markus Zusak,Paperback,2012,Fiction
233,25.0,74,A Guide to the Project Management Body of Knowledge,4.5,747,Project Management Institute,Paperback,2012,Non Fiction
234,17.99,75,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",4.2,8988,Katherine Boo,Hardcover,2012,Non Fiction
235,17.48,76,"Deadlocked (Sookie Stackhouse/True Blood, Book 12)",4.5,6567,Charlaine Harris,Hardcover,2012,Fiction
236,19.2,77,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition",4.6,11894,Kerry Patterson,Paperback,2012,Non Fiction
237,8.79,78,Forks Over Knives: The Plant-Based Way to Health. The #1 New York Times Bestseller,4.5,3145,Gene Stone,Paperback,2012,Non Fiction
238,12.99,79,The Jesus Storybook Bible: Every Story Whispers His Name,4.9,12371,Sally Lloyd-Jones,Hardcover,2012,Non Fiction
239,16.02,80,Notorious Nineteen: A Stephanie Plum Novel,4.5,14255,Janet Evanovich,Hardcover,2012,Fiction
240,20.96,1,StrengthsFinder 2.0,4.1,8109,Gallup,Hardcover,2013,Non Fiction
241,15.0,2,"Lean In: Women, Work, and the Will to Lead",4.5,16967,Sheryl Sandberg,Hardcover,2013,Non Fiction
242,12.99,3,"Diary of a Wimpy Kid: Hard Luck, Book 8",4.6,25508,Jeff Kinney,Hardcover,2013,Fiction
243,11.75,4,Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),4.9,10131,Rush Limbaugh,Hardcover,2013,Fiction
244,8.89,5,"Jesus Calling, Padded Hardcover, with Scripture references",4.9,39374,Sarah Young,Hardcover,2013,Non Fiction
245,13.99,6,Inferno,4.2,80981,Dan Brown,Hardcover,2013,Fiction
246,12.2,7,"The House of Hades (Heroes of Olympus, Book 4)",4.8,33403,Rick Riordan,Hardcover,2013,Fiction
247,11.95,8,"Things That Matter: Three Decades of Passions, Pastimes and Politics [Deckled Edge]",4.6,11064,Charles Krauthammer,Hardcover,2013,Non Fiction
248,7.12,9,The Great Gatsby: The Only Authorized Edition,4.4,13697,F. Scott Fitzgerald,Paperback,2013,Fiction
249,18.9,10,Killing Jesus (Bill O'Reilly's Killing Series),4.5,20975,Bill O'Reilly,Hardcover,2013,Non Fiction
250,9.99,11,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,4.4,23331,Eben Alexander,Paperback,2013,Non Fiction
251,134.99,12,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",4.7,12805,American Psychiatric Association,Paperback,2013,Non Fiction
252,25.45,13,The Official SAT Study Guide,4.4,1544,The College Board,Paperback,2013,Non Fiction
253,11.06,14,The Fault in Our Stars,4.6,158118,John Green,Hardcover,2013,Fiction
254,7.83,15,The Book Thief,4.6,65533,Markus Zusak,Paperback,2013,Fiction
255,9.4,16,Wonder,4.7,82591,R. J. Palacio,Hardcover,2013,Fiction
256,8.39,17,The 5 Love Languages: The Secret to Love That Lasts,4.7,4911,Gary Chapman,Paperback,2013,Non Fiction
257,19.78,18,"Publication Manual of the American Psychological Association, 6th Edition",4.5,12906,American Psychological Association,Paperback,2013,Non Fiction
258,12.46,19,Divergent,4.7,17523,Veronica Roth,Paperback,2013,Fiction
259,4.99,20,Laugh-Out-Loud Jokes for Kids,4.6,11593,Rob Elliott,Paperback,2013,Non Fiction
260,8.48,21,"Oh, the Places You'll Go!Â Â ",4.9,45619,Dr. Seuss,Hardcover,2013,Fiction
261,14.17,22,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",4.4,13373,Malcolm Gladwell,Hardcover,2013,Non Fiction
262,42.84,23,Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows,4.7,8358,George R.R. Martin,Mass Market Paperback,2013,Fiction
263,12.07,24,Allegiant,4.1,66449,Veronica Roth,Hardcover,2013,Fiction
264,16.35,25,And the Mountains Echoed,4.3,39214,Khaled Hosseini,Hardcover,2013,Fiction
265,15.67,26,Humans of New York,4.8,5547,Brandon Stanton,Hardcover,2013,Non Fiction
266,25.1,27,The Legend of Zelda: Hyrule Historia,4.9,10021,Patrick Thorpe,Hardcover,2013,Fiction
267,15.68,28,Doctor Sleep: A Novel,4.6,40426,Stephen King,Hardcover,2013,Fiction
268,4.99,29,Knock-Knock Jokes for Kids: Knock-Knock Jokes for Kids (Joke Book & Gift Idea for Children Ages 6-12. Doubles as a Dad Jokes book for Father's Day and Birthdays) (Laugh-Out-Loud Jokes for Kids),4.5,5902,Rob Elliott,Paperback,2013,Fiction
269,18.5,30,The Goldfinch: A Novel (Pulitzer Prize for Fiction),4.1,122716,Donna Tartt,Hardcover,2013,Fiction
270,15.68,51,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",4.7,75133,Laura Hillenbrand,Hardcover,2013,Non Fiction
271,6.88,52,Ender's Game (The Ender Quintet),4.6,39148,Orson Scott Card,Mass Market Paperback,2013,Fiction
272,21.88,53,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,4.7,39611,BrenÃ© Brown,Paperback,2013,Non Fiction
273,19.43,54,"The Cuckoo's Calling (A Cormoran Strike Novel, 1)",4.2,68907,Robert Galbraith,Hardcover,2013,Fiction
274,18.9,55,What to Expect When You're Expecting,4.8,30660,Heidi Murkoff,Paperback,2013,Non Fiction
275,8.65,56,America the Beautiful: Rediscovering What Made This Nation Great,4.7,4604,Ben Carson  M.D.,Paperback,2013,Non Fiction
276,15.81,57,The Liberty Amendments: Restoring the American Republic,4.8,4315,Mark R. Levin,Hardcover,2013,Non Fiction
277,20.0,58,ZEALOT: The Life and Times of Jesus of Nazareth,4.4,10712,Reza Aslan,Hardcover,2013,Non Fiction
278,10.64,59,The One and Only Ivan: A Newbery Award Winner,4.8,25699,Katherine Applegate,Hardcover,2013,Fiction
